content,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In past 30 days.....
Repaired hydrolic jack
Put in a new Convection Oven which required cabinet carpentry work.
Replaced TV's
Put in LED's
Put in Inverter
Dry Cleaned front curtain
Fixed front drink holders
and did all the filters and fluid changes
I am ready for a road trip!!!",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Washed.
Made new wood corner posts for next to bed cuz originals were beat up by previous owner.
Hinged the cabinet cover for inside access to water heater (had been screwed on by factory).
Fixed boo-boo on rear corner where DW backed in to a stop sign (don't ask).
Gave fridge a good cleaning.
In process of making a rear track bar.",Door Locks and Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"So far this spring; removed old tube TV last year, and finally got around to installing new flat screen, Oil & Filter Change, cleaned awning, changed oil in generator, wiper blades
, installed transmission temp gauge, Filled up with gas before prices headed back up. found some rust on the storage bins frames, cleaned up and painted.
Still to do; change transmission fluid
and filter, lube all the points under MH, find,order, and replace fender skirts, ""old ones falling apart"" Clean, clean and wax.
first trip is coming up in 3 weeks.
David",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Well we bought our coach in November and just finished our 2500 mile maiden voyage a couple of weeks ago.
Removed the old CRT in the dash and made an oak cabinet to replace it. Flat screen already installed. Also installed new flat screen in bedroom. Replaced all fluids and filters, new Koni shocks
all around. New steering stabilizer shock, new airbags. Lubed all points under MH. New plugs and all new filters. Had brakes inspected and fluid replaced. Replaced kitchen faucet and fixed plumbing leaks. Installed new Roadmate 9145LMS.
Now...since the first trip:
Repaired water connection for city water (still need to replace the fitting for assurance). Now need to find and repair a leak in the shower drain (I think) and probably patch a spot in the floor from. Get the front wheel bearings
repacked, front end alignment and tires balanced. Replace A/C gaskets. Recoat EPDM roof and caulk everywhere (roof and body) Install fan in refer to even out cooling or possibly replace temperature controller. Cools too well with fridge at 20 degrees and freezer at 0. Recharge dash ac. Fix a couple of light switches inside. Install an inverter as this coach never had one from the factory. That should keep me busy until the next trip for the July 4th holiday! I love the life style so far but man, starting out with a fixer upper has kept me hopping.",Plumbing and Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latest pm and maintenance on my coach.
Replace black tank valve
Sanitized fresh water system
Replaced ac filter
Working on sewer hose storage
Replacing gen set oil
Replaced cargo bay door latch",Plumbing and Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Replaced hot water heater one-way valve; restrung day night shade; and replaced dash radio.,Plumbing and Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just starting my second year of ownership and not really sure of the maintenance history. A little more confidence this year of doing things myself vs. paying to have it done. so the list getting ready for my racing season travel:
Oil change and filter, 5w40 T6 syn
Clean the CAC unit from motor side (vary dirty)
extended slobber tube to rear stone guard and a plastic catch bottle
Replaced oil in Diff (Mobile Delvac 75w90 syn
Replaced oil in front hubs (was vary dirty 75w 90 syn)
Greased chassis
Replaced Air dryer filter(s)
Fuel filter(s)
Planning on doing the trans filters to upgrade to full syn
Once I finish the drive train, going to replace the commode with a high rise model.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hey all, put child proof latches on some drawers to keep them from opening when moving. Installed beverage rack under the dinette seats. Fixed outside electrical outlet that would trip the gfi. Installed new King tv antenna. New shower head
in bath. Pulled toilet and fixed flush mechanism. Some things I couldn't do. New safe t plus, Monroe shocks
, front end alignment. Fix tv cable on roof. We are ready to travel! Be great to get our baby rolling.",Door Locks and Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today
Phaeton:
Filled DEF tank
Watered batteries, cleaned batteries.
Installed Flag Pole Buddy mount on the rear ladder.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Changed oil and filters.
Greased the zerk fittings
Watered the batteries.
Installed 2 12v outlets on the center console.
Ordered Rejex for the front cap.
Reglued the end seals on the full wall slide.
Looked into putting a spare tire
up in the rear chassis area, not sure how to secure it.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cracked dicor caulk between rear cap and roof, clean, screw edge of roof down (there was only one screw and it was stripped) and recaulk.
Change Diesel genny oil, filter and air filter.
Change Engine oil and filter.
Next up-
Fuel filters.
Lube chassis.
Water batteries.
Maintain towbar.
2013 FleetWood Expedition 38B",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Removed washer/dryer combo
Added shelf in cubby
Installed new Roadmaster Sterling tow bar
Rooster54
2008 Discovery 40X
Miata toad",Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I bought a new water house to replace one that has blown twice.
I repaired a 15 amp cord that I use to plug in at home and that I forgot to unplug when we left on our last trip.
I also ordered a new mattress to replace the one that leaves us in pain after a few days on the road.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bought the new to us coach in December, since then..... Lubed chassis, changed oil and fuel filters on isl and gen, new air dump valve, 2 new hoses on leaking jacks, changed oil in jack system, transmission oil and filters, air dryer filter, new keyless entry
controller and key fobs, new exhaust manifold
, new traveler swm satellite dish, 3 new tv's, new coax ran, new over the air antennae and booster, new Koni shocks
, tru-balance sleeves, centramatics, sanded and polished scratches out of Corian, disassembled radiator stack and cleaned, drain, flush and refill coolant with Es compleat. New high capacity water pump, new 6 volt house batteries, windshield wipers
, changed differential oil, new fill hoses to fuel tank
(could not fill last 15 gallons). Probably a bunch I forgot too. The major stuff is done now just minor projects.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just got back from a month long trip and I decided to make some minor repairs right away so that I can get ready for another month trip to Yosemite in late June. I changed the three low point drain valves coming off the water manifold since I could not find the right O-ring that fit the old valves, so I just replaced them with a different type water valve.
Next will be the furnace. It was working good, then all of a sudden it would run the fan for a few minutes then it would turn off, not igniting. So I have to find out what is causing it not to ignite. Never worked on a furnace S-42 Suburban before, so it is going to be a challenge for me. Good thing my coach was equipped with two heat pumps that worked pretty good, but going to Yosemite it might get real cold. LOL!",Plumbing and Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Let's see;
Fuel lift pump replaced
Fuel filters replaced
Engine oil changed
Engine oil filters
changed
Air filter changed
Chassis lubed
Generator oil leak fixed
Generator oil changed
1 generator belt changed, one on order,
A/C belt changed
Topped up coolant
Then paid all the above plus labor
Chris",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The list of things repaired is way to long so I'll stick to the latest three items that just happened. The aux compressor for the air leveling seems to have died, a small chip in the windshield I had repaired two years ago just turned into a two foot crack, and I lost a front hubcap somewhere while crossing the desert. Oh, I just found out that AAA decided to raise my comprehensive deductible from $100 to $250. That bit of news was buried on page 6 of the policy renewal form. It never ends.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since I have owned our old Coachmen for only a month, the list is not as lengthy as it will be in a couple more months. I have just finished removing the kitchen cabinets and replacing the subfloor in the kitchen area. I am also replacing the counter top with the same OEM laminate surface. These sustained water damage from a faulty window drain and inattention by the PO. In my slack time I have also repaired the generator, which had not been run in several years. It has only 280 hours (1994 model). It needed a new fuel pump, carburetor
cleaning, and cleaning the slip rings. Once it was repaired, I discovered the transfer switch was non-functional (probably why the generator hasn't been used). So a new one is on the way. I also repaired both A/C units, which had dirt dobber nests that had incapacitated the blowers. I still have to repair the gas gauge, and repair the dash A/C. I have yet to test the water system; am still hoping that there is something on this thing that is in working condition besides the engine!",Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
