content,product
I recently test drove a 2006 Dutchstar with outside mirrors that mounted near the roof and hung down. Didn't like that at all. Did Newmar do that for several years/models or just 2006?,Exterior
"Interesting. My RV has them mounted at the bottom sticking up, while my brother's has the ones mounted high and hanging down, like you describe. I actually prefer his because it creates less of a blind spot beyond the mirrors.",Exterior
"Looking at the Newmar archives, it looks like they mounted the mirrors that way on the Dutch Stars in 2006 and 2007.",Exterior
"I'm posting for the first time since purchasing our 2009 Dutch Star.

The running / turn indicator LED light in the bottom of the mirror arm is not working. I haven't dug into it yet but wondering if anyone can explain how this is serviced? It looks like the light assembly is a sealed unit??

Thanks in advance for any comments or direction...

Walt ",Lights
Trying to adjust the DS outside mirror and removed the cap at the bottom and loosened the nut inside but could not move the arm father out. What am I missing? I saw the hex nuts above but I want to move the mirror father from the side of the MH. Thanks,Exterior
"I assume you're wanting to move the arm farther out where it attaches to the bracket on the front cap. You're on the right track, just loosen the nut, if it's stuck try a rubber mallet or some method to bump the arm to crack it loose without any damage. There usually aren't any set screws in that joint. Once you get the arm out, you may need to loosen the set screws on the mirror joint to adjudt the angle of the mirror housing.",Exterior
"That mirror uses a cone shape insert over the bolt. As you tighten it, the cone really locks the mirror up tight. When you loosen the bolt, the cone doesn't necessarily release. A rubber mallet or a good whack with your palm will get the cone loose and allow the mirror to move.

I have a method when I adjust my mirrors. First, I imagine a string running the length of the coach, touching the sidewall and protruding past the front mirrors. I set the mirrors just the other side of the imaginary string, maybe adding an inch.

Once the arms are set, I adjust the mirror heads. I set the mirror glass where I want it. Often that leaves a big gap between the glass and housing on one side. I turn the housing until the glass is even on both sides. This may take several adjustments to get to that point. It helps to keep critters out of any big gaps. Once that's done, I make sure they are vertically straight, then tighten.",Exterior
"Thanks for the answers, the reason I want to move the mirror is because after 3 years and 30,000 miles I have started hearing a weird noise coming from the area of the DS mirror. I can place my hand on the glass by the mirror and feel it vibrating. If I hold my hand on the glass it stops. My thinking is that this is a wind related noise and if I move the mirror a little father out it might stop it. I only hear the noise at hwy speed so I'm hoping this will help.",Exterior
My mirrors have a set screw with a allen head. ,Exterior
"Don,
Thanks for the information. I'm still trying to adjust my mirror in the hope that it will reduce or eliminate the driver window rattling.

My mirror as measured from the side of the mirror head to the coach body was 6"". I moved it to 4"" and didn't get any improvement. I don't want to move it closer as the window frame will block the mirror based on where I have the driver's seat set.

Do I understand from your post that the mirror head is only 1"" from the coach body?
Thanks,
Frank ",Exterior
"Which way is your mirror mounted. When Newmar installs them at the factory, they pull the driver's arm to the rear and the mirror head is close to the window sometimes causing that pounding sound. They do that to prevent striking it on something. Some leave the mirror in that position. On mine, I rotated the driver's arm forward and then turned the head to the rear. ",Exterior
"Don,
My mirror is forward. When I picked the coach up it was 6"" from the body, now 4"". See attached photo. Still having rattle in the wall due to vibration of the driver's window. I took apart the sidewall and will post a separate update for others that may have a similar issue. ",Exterior
